zpid,home_type,posted,daysOnMarket,home_URL,home_status,home_price,home_address,home_zipcode,num_beds,num_baths,home_area,land_area,sold_price,sold_date,daysOnZillow_soldPage,area,Avg_Sqrt_listing,Avg_Sqrt_sold,difference_Avg_Sqrt,total_Pct_Change_price
31202425,SINGLE_FAMILY,2025-05-14,48,https://www.zillow.com/homedetails/1000-Russell-St-Franklin-Square-NY-11010/31202425_zpid/,FOR_SALE,699000,"1000 Russell Street, Franklin Square, NY 11010",11010,4.0,1.0,1266.0,3300.0,,,,Franklin Square,552,,,
31215469,SINGLE_FAMILY,2025-06-19,12,https://www.zillow.com/homedetails/738-Carlyle-Ave-Franklin-Square-NY-11010/31215469_zpid/,FOR_SALE,828888,"738 Carlyle Avenue, Franklin Square, NY 11010",11010,3.0,2.0,1539.0,7227.0,,,,Franklin Square,539,,,
31205727,SINGLE_FAMILY,2025-06-06,25,https://www.zillow.com/homedetails/1158-Lorraine-Dr-Franklin-Square-NY-11010/31205727_zpid/,FOR_SALE,824999,"1158 Lorraine Drive, Franklin Square, NY 11010",11010,3.0,2.0,1562.0,6000.0,,,,Franklin Square,528,,,
31189548,SINGLE_FAMILY,2025-06-19,12,https://www.zillow.com/homedetails/8-Clinton-St-Elmont-NY-11003/31189548_zpid/,FOR_SALE,749999,"8 Clinton Street, Elmont, NY 11003",11003,3.0,3.0,1470.0,4500.0,,,,Elmont,510,,,
31205066,SINGLE_FAMILY,2025-06-13,18,https://www.zillow.com/homedetails/1078-Hancock-Ave-Franklin-Square-NY-11010/31205066_zpid/,FOR_SALE,719000,"1078 Hancock Avenue, Franklin Square, NY 11010",11010,4.0,2.0,1405.0,5000.0,,,,Franklin Square,512,,,
31205261,SINGLE_FAMILY,2025-05-13,49,https://www.zillow.com/homedetails/1070-Polk-Ave-Franklin-Square-NY-11010/31205261_zpid/,FOR_SALE,729000,"1070 Polk Avenue, Franklin Square, NY 11010",11010,4.0,2.0,1221.0,4500.0,,,,Franklin Square,597,,,
31215372,SINGLE_FAMILY,2025-06-08,23,https://www.zillow.com/homedetails/696-Byron-Ave-Franklin-Square-NY-11010/31215372_zpid/,FOR_SALE,879000,"696 Byron Avenue, Franklin Square, NY 11010",11010,3.0,2.0,1216.0,6053.0,,,,Franklin Square,723,,,
31202435,SINGLE_FAMILY,2025-06-27,4,https://www.zillow.com/homedetails/84-Scherer-Blvd-Franklin-Square-NY-11010/31202435_zpid/,FOR_SALE,799000,"84 Scherer Boulevard, Franklin Square, NY 11010",11010,3.0,2.0,1134.0,8000.0,,,,Franklin Square,705,,,
31205588,MULTI_FAMILY,2025-04-19,73,https://www.zillow.com/homedetails/911-1st-Ave-Franklin-Square-NY-11010/31205588_zpid/,FOR_SALE,775000,"911 First Avenue, Franklin Square, NY 11010",11010,5.0,2.0,1342.0,4060.0,,,,Franklin Square,577,,,
31214211,SINGLE_FAMILY,2025-06-01,30,https://www.zillow.com/homedetails/708-Anderson-Ave-Franklin-Square-NY-11010/31214211_zpid/,FOR_SALE,838000,"708 Anderson Avenue, Franklin Square, NY 11010",11010,4.0,2.0,1274.0,6000.0,,,,Franklin Square,658,,,
